,카테고리,제목,청원종료일,참여인원,URL
551,반려동물,쇠파이프에 맞아 현재 쇼크상태인 어미 고양이,2019-08-04,"39,384",https://www1.president.go.kr/petitions/581250
552,교통/건축/국토,국토부장관을 비롯한 국토부전직원및 가족의 부동산거래내역 조사요청합니다,2020-07-23,"39,369",https://www1.president.go.kr/petitions/589957
553,반려동물,죄없이 수간 당하는 아이들을 구해주세요,2018-04-09,"39,256",https://www1.president.go.kr/petitions/163485
554,반려동물,짖는다는 이유로 덕구는 장애견이 되었습니다.,2018-12-21,"39,246",https://www1.president.go.kr/petitions/448380
555,인권/성평등,저는 거짓말하나로 성범죄자취급을 받고삽니다.,2019-01-27,"39,212",https://www1.president.go.kr/petitions/481502
556,기타,"페이스북,카카오톡 홍채민(홍.M.J)의 성폭력 강력 처벌 청원합니다.",2018-05-22,"38,966",https://www1.president.go.kr/petitions/208697
557,인권/성평등,미국 타임스퀘어에서 노 전 대통령 비하 광고를 낸 일베를 처벌해주세요,2018-02-24,"38,809",https://www1.president.go.kr/petitions/113327
558,인권/성평등,"법원은 처녀인 제 동생이 성폭행 자작극 동영상을 찍고, 유포했다고 판결했습니다. "" 도와 주세요""",2019-09-04,"38,700",https://www1.president.go.kr/petitions/581861
559,안전/환경,단역배우 제 2차가해자 경찰을 처벌해 주세요,2019-12-14,"38,682",https://www1.president.go.kr/petitions/583597
560,정치개혁,나경원의원 기소청탁 사건 재조사 해주세요.,2018-02-20,"38,527",https://www1.president.go.kr/petitions/107341
561,인권/성평등,강원도  초등생 여아 '상습 성폭행’ 중고생 강력처벌하여 피해자에게 조금이나마 살아갈 희망을 주세요,2019-09-27,"38,444",https://www1.president.go.kr/petitions/582340
562,인권/성평등,무고죄의 형량을 늘려주세요.,2018-03-26,"38,380",https://www1.president.go.kr/petitions/149717
563,정치개혁,불의에 부쳐 :  추미애 법무장관을 포함한 검찰인사 책임자를 수사방해 등이 혐의로 처벌하기 원합니다.,2020-02-09,"38,321",https://www1.president.go.kr/petitions/584391
564,문화/예술/체육/언론,홍대 몰카 사건 관련 기사의 자극적 보도 수정 및 정확한 수사 요청,2018-06-12,"38,041",https://www1.president.go.kr/petitions/231456
565,인권/성평등,제2의 광주폭행사건은 없어져야합니다...,2018-07-04,"37,952",https://www1.president.go.kr/petitions/261571
566,반려동물,수의사에게 살처분당한 반려견 달이의 억울한 죽음을 호소합니다,2020-05-02,"37,899",https://www1.president.go.kr/petitions/587650
567,정치개혁,국회는 최저임금 개악논의 중단하라!,2018-06-20,"37,586",https://www1.president.go.kr/petitions/239638
568,정치개혁,자유한국당 위헌정당 해산 심판 청구를 요구합니다.,2017-12-10,"37,581",https://www1.president.go.kr/petitions/13366
569,문화/예술/체육/언론,불법 촬영물을 유포한 '기자 단체 카톡방'의 수사를 강력히 촉구합니다.,2019-05-22,"37,473",https://www1.president.go.kr/petitions/579686
570,외교/통일/국방,<성상품화> 하는 군대 위문공연을 폐지해주세요.,2018-08-16,"37,456",https://www1.president.go.kr/petitions/309325
571,기타,SNS비난 댓글로 인해  하나뿐인 자식을  잃은 엄마입니다.부디 끝까지  읽어주세요.,2018-12-02,"37,451",https://www1.president.go.kr/petitions/429054
572,일자리,갑질 규정으로 취업준비생을 두 번 울리는 토익 주관사 YBM을 공정거래위원회에서 조사해주세요.,2018-02-27,"37,194",https://www1.president.go.kr/petitions/119180
573,기타,대한항공 박창진 사무장을 사무장직에 복귀시켜주세요,2018-04-09,"37,104",https://www1.president.go.kr/petitions/162816
574,보건복지,간호사와 간호조무사 간 업무분장을 법으로 명시해 주십시오.,2019-05-26,"36,966",https://www1.president.go.kr/petitions/579747
575,행정,'농촌 총각 국제결혼 지원금'(매매혼 장려금) 세금 지원 폐지하세요.,2019-02-09,"36,930",https://www1.president.go.kr/petitions/492292
576,안전/환경,세계자연유산 제주를 훼손하는 대형 동물원 건립을 막아주세요.,2019-10-30,"36,906",https://www1.president.go.kr/petitions/582903
577,정치개혁,문재인대통령 방송화면 모자이크 처리 부탁드립니다.,2020-04-01,"36,779",https://www1.president.go.kr/petitions/586078
578,행정,정의연의 기부금 사용내역을 철저히  조사해 주세요.,2020-06-12,"36,732",https://www1.president.go.kr/petitions/588885
579,인권/성평등,거제도 조선소 성폭행 피해자입니다 제발 도와주세요,2019-04-22,"36,627",https://www1.president.go.kr/petitions/570929
580,성장동력,42만 구미시민을 대표해서 간절히 국민청원을 올립니다.,2019-02-02,"36,609",https://www1.president.go.kr/petitions/485794
581,육아/교육,제발. 저희 보육교사들을 살려주세요.,2018-08-18,"36,396",https://www1.president.go.kr/petitions/311566
582,안전/환경,임산부석 임산부 폭행사건에 대해 무관심으로 일관하는 서울교통공사 엄벌해주십시오.,2019-06-20,"36,285",https://www1.president.go.kr/petitions/580344
583,보건복지,국민건강보험공단의 성차별적 건강진단 적용대상을 개정해주세요.,2018-10-13,"36,130",https://www1.president.go.kr/petitions/378406
584,보건복지,"낙태 합법화, 이제 저는 산부인과 의사를 그만둬야 하는 것인지...ㅠ",2019-05-12,"36,060",https://www1.president.go.kr/petitions/579541
585,문화/예술/체육/언론,가짜뉴스!!허위보도!!추측성기사들로 국민을 조롱하는 기자들을 강력처벌해주세요!!,2020-08-09,"36,013",https://www1.president.go.kr/petitions/590533
586,인권/성평등,사람의 인권을 사고파는 반인륜적 행위인 성매매를 강력 처벌해주세요,2018-10-10,"35,932",https://www1.president.go.kr/petitions/374255
587,외교/통일/국방,국민의 세금으로 만든 예산을 더이상 잘못된 방법으로 사용되지 않도록 해주세요 그리고 군내 부조리에도 귀를 귀울여주세요.,2019-01-08,"35,865",https://www1.president.go.kr/petitions/464583
588,반려동물,제 가족을 죽인애견업체,2018-08-29,"35,708",https://www1.president.go.kr/petitions/323225
589,안전/환경,미세먼지 심각성을 인지하고는 계신지요?,2018-03-25,"35,604",https://www1.president.go.kr/petitions/148682
590,정치개혁,윤석열 검찰 총장을 파면해 주세요,2019-10-09,"35,520",https://www1.president.go.kr/petitions/582551
591,정치개혁,더불어민주당 이해찬 당대표 퇴진 및 지도부 사퇴 요구,2019-01-11,"35,513",https://www1.president.go.kr/petitions/467257
592,안전/환경,제주도의 아름다운 비자림이 파괴되지 않게 막아주세요-!,2018-09-07,"35,501",https://www1.president.go.kr/petitions/332841
593,성장동력,"가상화폐, 더 이상 '가상' 이 아니다. 현실을 직시하십시오.",2018-02-15,"35,335",https://www1.president.go.kr/petitions/97229
594,기타,중국 복합문화타운 건설을 강력히 반대합니다.,2020-04-22,"35,335",https://www1.president.go.kr/petitions/587031
595,기타,한밤중에 조국법무부장관 후보자의 딸의 오피스텔의 문을 두드린 기자두명을 신상공개하고 처벌하여 주세요.,2019-10-03,"35,324",https://www1.president.go.kr/petitions/582469
596,보건복지,출산중 아이가 사망했습니다. 한번만 도와주십시요.,2018-11-03,"35,015",https://www1.president.go.kr/petitions/397366
597,교통/건축/국토,"장기계속공사, 일을 한 만큼 공사비를 주세요",2018-12-22,"34,873",https://www1.president.go.kr/petitions/449561
598,외교/통일/국방,군입대6개월만에 동생이 주검으로 돌아왔습니다,2019-03-08,"34,779",https://www1.president.go.kr/petitions/518091
599,외교/통일/국방,"코로나 진단 키트를 통해, 대한민국의 영토인 '독도'를 전 세계에 알릴 수 있게 해주세요.",2020-04-23,"34,768",https://www1.president.go.kr/petitions/587101
600,인권/성평등,여자 집값 70% 지원정책 폐지,2017-11-29,"34,750",https://www1.president.go.kr/petitions/1170
601,문화/예술/체육/언론,독서를 막는 도서정가제 폐지를 청원합니다.,2018-05-29,"34,701",https://www1.president.go.kr/petitions/214616
602,기타,소비자 우롱하는 **건조기 리콜및 보상요청합니다,2019-08-07,"34,440",https://www1.president.go.kr/petitions/581256
603,인권/성평등,여성가족부폐지를 대한민국정부에게 강력히 촉구합니다!!,2018-09-17,"34,436",https://www1.president.go.kr/petitions/346180
604,육아/교육,유아교육법 제 24조 2항에 명시된 '원칙'을 지켜주시기를 바랍니다.,2017-09-02,"34,318",https://www1.president.go.kr/petitions/580
605,기타,대구 미성년자 집단 폭행사건입니다..꼭좀도와주세요,2019-02-27,"34,231",https://www1.president.go.kr/petitions/509641
606,정치개혁,나경원 딸 입학비리와 자유당 채용비리  재수사 바랍니다,2019-05-30,"34,106",https://www1.president.go.kr/petitions/579831
607,안전/환경,역삼지구대 2009 이후 2010년 강남경찰서 형사 의문사,2019-03-05,"34,105",https://www1.president.go.kr/petitions/515900
608,정치개혁,좌파독재정당 더불어민주당을 해산시켜주세요,2019-05-29,"34,098",https://www1.president.go.kr/petitions/579789
609,교통/건축/국토,지역감정에 의한 살인미수 사건... 제발 좀 도와주세요.,2018-07-15,"34,086",https://www1.president.go.kr/petitions/271228
610,행정,베트남여성 폭행사건의 베트남여성의 한국국적을 주지 말아주세요,2019-08-09,"34,012",https://www1.president.go.kr/petitions/581339
611,정치개혁,# 윤석열 검찰총장을 피의자와 동거생활하며 관련사건에 압력을 행사한 독직혐의와 국정감사 위증죄로 처벌해 주십시요,2019-12-11,"33,980",https://www1.president.go.kr/petitions/583559
612,기타,간통죄 처벌 할수있게  해주세요,2020-05-16,"33,976",https://www1.president.go.kr/petitions/588091
613,육아/교육,"청소년들의 교복, 화장, 두발 자율화를 해주세요!",2018-03-12,"33,892",https://www1.president.go.kr/petitions/135822
614,인권/성평등,"현직 국회의원 비서관이자 변호사인 남편이 만삭의 임신부 아내를  강간과 폭행하고, 경찰 수사관은 사건을 축소하고 있습니다.",2020-05-24,"33,806",https://www1.president.go.kr/petitions/588370
615,기타,서울 아산병원에서 근무하는 간호사 자살 사건 진상규명 해주세요,2018-03-20,"33,790",https://www1.president.go.kr/petitions/141669
616,보건복지,신천지에 코로나19 긴급생활비 지원 반대합니다.,2020-03-26,"33,731",https://www1.president.go.kr/petitions/585527
617,문화/예술/체육/언론,게이클럽을 게이클럽이라고 ‘진실’을 보도하게 해주세요! 초대형 집단감염 사태가 발생할 수 있습니다!,2020-06-11,"33,731",https://www1.president.go.kr/petitions/588852
618,보건복지,간호사도 사람답게 살 수 있게 도와주세요!,2019-01-19,"33,682",https://www1.president.go.kr/petitions/474852
619,육아/교육,어버이날 공식 휴일제정을 청원합니다.,2020-06-03,"33,629",https://www1.president.go.kr/petitions/588586
620,정치개혁,"청소년들의 집단폭행으로 인해 목숨을 잃은 한 생명, 소년법 폐지를 청원합니다.",2018-08-22,"33,550",https://www1.president.go.kr/petitions/315426
621,정치개혁,전신마비 증세 심하신 전목사님을 석방하라,2020-04-23,"33,531",https://www1.president.go.kr/petitions/587133
622,기타,17살 소녀를 죽음으로 몰고간 가해자들에게 정당한 처벌을 내려 주세요,2018-11-04,"33,504",https://www1.president.go.kr/petitions/399072
623,외교/통일/국방,나라를 지키다 머리에 총탄을 맞아 숨진 일병의 정확한 진상조사를 요합니다,2017-10-27,"33,416",https://www1.president.go.kr/petitions/17536
624,보건복지,"코로나19 사태 국가에서 마스크를 조달청 나라장터 가격(1,000원 이하)수준으로 구매해서 국민들에서 공급해 주세요",2020-03-23,"33,360",https://www1.president.go.kr/petitions/585314
625,반려동물,가짜 연구에 멀쩡한 6마리 고양이를 죽인 **대학교병원을 고발합니다,2020-05-27,"33,343",https://www1.president.go.kr/petitions/588398
626,외교/통일/국방,"강제징용 피해자 외면하는 ""문희상 안"" 백지화에 힘을 보태주십시오",2019-12-28,"33,320",https://www1.president.go.kr/petitions/583793
627,인권/성평등,여성이 결혼 후 불러야 하는 호칭 개선을 청원합니다,2017-12-06,"33,293",https://www1.president.go.kr/petitions/11955
628,육아/교육,학교폭력 사안을 경찰에서 담당하도록 해주세요. (학교폭력 법률안 개정),2018-01-14,"33,287",https://www1.president.go.kr/petitions/66502
629,미래,예멘 난민을 수용하기로 결정한 제주도의 도지사를 탄핵하고 제주도 특별자치도 지위를 해체해주세요,2018-07-19,"33,259",https://www1.president.go.kr/petitions/275927
630,문화/예술/체육/언론,평창올림픽 여자 컬링 은메달리스트 '팀킴'을 지켜주세요,2018-12-08,"33,209",https://www1.president.go.kr/petitions/436785
631,인권/성평등,'창원 식당 여주인 살인사건' 피해자의 아들입니다.,2020-07-08,"33,152",https://www1.president.go.kr/petitions/589538
